uuid,title,category,abstract,link,data_source,gattered_datetime,crawler_datetime,any_category
1dc67f14-15ce-4ff9-83e4-27b6134f7a76,"‘They’re girls, not wives’: Colombia votes to outlaw child marriage",area-world,"The initial proposal to reform the law used the slogan “They’re girls, not wives” and aimed to prevent young girls from being forced to marry.",https://www.cnn.com/2024/11/14/americas/colombia-child-marriage-law-intl-latam/index.html,cnn_news,2024-11-15 00:00:00,2024-11-15 09:22:55,YES
ee09f1fe-add0-4e22-a9e5-dbaafcbeeff2,Argentina votes against UN resolution combating online violence against women and girls,area-world,"Argentina was the only country to vote against the resolution, and argued that it contained ambiguous terms such as “hate speech,” “misinformation,” and “disinformation” that could be used “abusively” to restrict freedom of expression.",https://www.cnn.com/2024/11/14/americas/argentina-un-resolution-women-girls-intl-latam/index.html,cnn_news,2024-11-15 00:00:00,2024-11-15 09:22:55,YES
20c7cc17-a714-4dc6-8fd8-c1f4a8c36401,Trump picks former congressman Doug Collins to serve as Veterans Affairs secretary,politics,President-elect Donald Trump has announced former congressman Doug Collins as his pick to run the Department of Veterans Affairs.,https://www.cnn.com/2024/11/14/politics/doug-collins-department-of-veterans-affairs-secretary/index.html,cnn_news,2024-11-15 00:00:00,2024-11-15 09:22:55,YES
ac59627b-1e50-4518-a10e-e51bb8518648,‘Obesity is at a crisis point’: Study predicts that 260 million in US will be overweight or obese by 2050,health,"Editor’s note: Watch “Dr. Sanjay Gupta Reports: Is Ozempic Right For You?” at 8 p.m. Sunday, November 17, on CNN.",https://www.cnn.com/2024/11/14/health/overweight-obesity-2050/index.html,cnn_news,2024-11-15 00:00:00,2024-11-15 09:22:55,YES
f13618c7-01c8-4d6b-b2a9-e11b7181393a,Trump picks his criminal defense attorneys Todd Blanche and John Sauer for key Justice Department posts,politics,President-elect Donald Trump is turning to his personal criminal defense team to fill out top roles at the US Justice Department in his second term.,https://www.cnn.com/2024/11/14/politics/todd-blanche-deputy-attorney-general/index.html,cnn_news,2024-11-15 00:00:00,2024-11-15 09:22:55,YES
c8805844-d9b1-4532-b4b9-9fc067d32afc,"The cult of Trader Joe’s, living with diabetes, Thanksgiving dinner timeline: Catch up on the day’s stories",area-world,CNN’s 5 Things PM brings you the stories you might have missed during your busy day.,https://www.cnn.com/2024/11/14/us/5-things-pm-november-14-trnd/index.html,cnn_news,2024-11-15 00:00:00,2024-11-15 09:22:55,YES
8ae7b222-7102-46ba-afb7-b044314bf2cd,Vaccine maker stocks tumble after Trump picks RFK Jr. for health secretary,business,Shares of prominent vaccine makers plunged Thursday after President-elect Donald Trump announced his pick of Robert F. Kennedy Jr. to be the next secretary of the Department of Health and Human Services.,https://www.cnn.com/2024/11/14/business/vaccine-maker-stocks-tumble-rfk-jr-health-secretary/index.html,cnn_news,2024-11-15 00:00:00,2024-11-15 09:22:56,YES
a126226a-6634-48a1-9b42-72c0d1e3f685,"Elon Musk met with Iran’s UN envoy, NYT reports",area-world,"Elon Musk, the world’s wealthiest person and advisor to President-elect Donald Trump, met with Iran’s ambassador to the United Nations on Monday, where they discussed how to defuse tensions between the United States and Iran, the New ...",https://www.cnn.com/2024/11/14/middleeast/elon-musk-iran-un-ambassador-new-york-intl-latam/index.html,cnn_news,2024-11-15 00:00:00,2024-11-15 09:22:56,YES
ee4e5c88-51b9-49a2-b273-82f40f127429,Epic failures and sneaky loopholes in the Senate’s Cabinet confirmation process,politics,"For all the drama generated every four years by Cabinet appointments, defeat of a nominee by a vote in the Senate is extremely rare.",https://www.cnn.com/2024/11/14/politics/cabinet-confirmation-recess-what-matters/index.html,cnn_news,2024-11-15 00:00:00,2024-11-15 09:22:56,YES
7e7c7bef-5e46-4dc8-a557-539201c83832,These are the early Black Friday clothing and fashion deals we’re already shopping,shopping,"Throughout November we’re scouting out the best early Black Friday deals on clothing, shoes and accessories from our favorite stores like Nordstrom, Amazon and more.",https://www.cnn.com/cnn-underscored/deals/early-black-friday-clothing-deals-2024-11-14,cnn_news,2024-11-15 00:00:00,2024-11-15 09:22:56,YES
c10207c1-727c-48a5-ad44-e132c10b9f1f,I test beauty products for a living and found the 25 best beauty gifts under $100,shopping,"From favorite brands like Kiehl’s, Glossier and Charlotte Tilbury, these are the best, and most-used, beauty gifts under $100 that have wowed our beauty editor.",https://www.cnn.com/cnn-underscored/gifts/beauty-editors-best-gifts-under-100,cnn_news,2024-11-15 00:00:00,2024-11-15 09:23:00,YES
4f471367-057a-4270-82e6-809dc3c7a846,Biden set to meet with world leaders who have already moved on to Trump,politics,"When President Joe Biden’s aides were planning his visit to South America this week for a pair of leaders’ summits, two vastly different scenarios were in play.",https://www.cnn.com/2024/11/14/politics/joe-biden-peru-trip/index.html,cnn_news,2024-11-15 00:00:00,2024-11-15 09:23:00,YES
c043a1a8-8649-472d-a8b2-e3fd71969b5d,"After suicide of nonbinary teen, DOE finds multiple Title IX violations at Oklahoma school district",area-world,"After the suicide of a nonbinary student last February spurred a monthslong federal investigation, the US Department of Education found Title IX violations in an Oklahoma public school district including multiple failures to respond to notices ...",https://www.cnn.com/2024/11/14/us/nex-benedict-title-ix-violations/index.html,cnn_news,2024-11-15 00:00:00,2024-11-15 09:23:00,YES
0f7a229b-ce45-4360-9c37-629617692f50,"Ford knew about dangerous backup camera glitches but moved too slowly to fix them, safety regulator says",business,Ford is being fined up to $165 million after the National Highway Traffic Safety Administration ruled the company moved too slowly in recalling cars with faulty rearview cameras.,https://www.cnn.com/2024/11/14/business/ford-fine-delayed-recalls/index.html,cnn_news,2024-11-15 00:00:00,2024-11-15 09:23:01,YES
2d66267e-01a8-48e1-a333-75036242edb4,Trump picks Robert F. Kennedy Jr. to be his Department of Health and Human Services secretary,politics,"President-elect Donald Trump has picked Robert F. Kennedy Jr. to be his next secretary of the Department of Health and Human Services, a choice that would add to Trump’s list of provocative picks whose confirmation processes will test ...",https://www.cnn.com/2024/11/14/politics/robert-f-kennedy-donald-trump-hhs/index.html,cnn_news,2024-11-15 00:00:00,2024-11-15 09:23:01,YES
acb5a0d9-c9f2-44b3-b536-cd27a890127e,Miami man charged with killing his wife in Spain,area-world,"David Knezevich, the South Florida businessman accused in the February disappearance of his estranged wife in Spain, is now charged with her murder.",https://www.cnn.com/2024/11/14/europe/david-knezevich-murder-charge-wife-spain/index.html,cnn_news,2024-11-15 00:00:00,2024-11-15 09:23:01,YES
e8504941-6e40-485e-94bf-89e5435a6880,Gaetz faces rocky road to confirmation as pressure builds for release of House ethics probe,politics,"Top Senate Republicans are withholding support for President-elect Donald Trump’s pick of Matt Gaetz to serve as attorney general, while Democrats and at least one prominent GOP senator call for the release of an ethics report into the ...",https://www.cnn.com/2024/11/14/politics/gaetz-attorney-general-ethics-report-senate/index.html,cnn_news,2024-11-15 00:00:00,2024-11-15 09:23:01,YES
3d59aada-5b45-42bc-85ce-5f869d553e5d,FBI arrests Houston man who allegedly wanted to commit a ‘9/11’ style attack in the US,politics,The FBI announced on Thursday the arrest of a Texas man who allegedly created and disseminated ISIS propaganda and wanted to commit a “9/11-style” attack in the United States.,https://www.cnn.com/2024/11/14/politics/houston-isis-arrest/index.html,cnn_news,2024-11-15 00:00:00,2024-11-15 09:23:01,YES
7b5a5baa-df3f-4981-9742-9fc9a7c9bd38,"Fed’s Powell: Rate cuts are still underway, but there’s no hurry",economy-and-finance,"Federal Reserve Chair Jerome Powell said Thursday that interest rates are still expected to decline further, but suggested they might not be that much lower over the next few months.",https://www.cnn.com/2024/11/14/economy/fed-powell-rates-trump/index.html,cnn_news,2024-11-15 00:00:00,2024-11-15 09:23:01,YES
